Spp,Date,Day,Rep,Psi_leaf,Psi_xylem,hhmmss,E,A,Ca,Ci,gsw,RHcham,VPDleaf,Tair,Tleaf,Q,hhmmss_WithoutDaylightSavings,CiCa,Psi_diff,hhmmss_int,WUE,iWUE
AB,Mar-05,1,0,NA,NA,6:47:00,0,0,400,NA,0,NA,NA,NA,NA,NA,,NA,NA,6,NA,NA
AE,Mar-05,1,0,NA,NA,6:47:00,0,0,400,NA,0,NA,NA,NA,NA,NA,,NA,NA,6,NA,NA
AF,Mar-05,1,0,NA,NA,6:47:00,0,0,400,NA,0,NA,NA,NA,NA,NA,,NA,NA,6,NA,NA
EF,Mar-05,1,0,NA,NA,6:47:00,0,0,400,NA,0,NA,NA,NA,NA,NA,,NA,NA,6,NA,NA
ER,Mar-05,1,0,NA,NA,6:47:00,0,0,400,NA,0,NA,NA,NA,NA,NA,,NA,NA,6,NA,NA
HD,Mar-05,1,0,NA,NA,6:47:00,0,0,400,NA,0,NA,NA,NA,NA,NA,,NA,NA,6,NA,NA
PL,Mar-05,1,0,NA,NA,6:47:00,0,0,400,NA,0,NA,NA,NA,NA,NA,,NA,NA,6,NA,NA
AB,Mar-05,1,1,-0.22,-0.22,8:59:00,0.000267582,1.169241674,399.3479355,286.1319025,0.017902561,54.48821289,1.478656709,21.31694839,23.26554839,1999.984194,NA,0.716497763,0,8.084166667,NA,65.31141963
AF,Mar-05,1,1,-0.35,-0.2,10:22:00,0.00173522,6.986620689,396.1679032,212.5908726,0.066620861,49.21733057,2.586984831,28.50612903,30.9966871,2000.007419,NA,0.536618113,0.15,9.394722222,4026.360167,104.8713659
EF,Mar-05,1,1,-0.87,-0.51,9:39:00,0.00288966,14.18433425,392.3440323,242.9779253,0.168795678,54.31575253,1.761549744,25.09908065,26.61413548,1999.983871,NA,0.619298129,0.36,8.715555556,4908.651623,84.03256777
ER,Mar-05,1,1,-0.41,-0.14,9:17:00,0.001604654,9.649400829,394.8579032,225.5286564,0.098307267,55.85365367,1.649618429,22.8197871,25.14589032,1999.989032,NA,0.571164094,0.27,8.368333333,6013.384087,98.15551915
HD,Mar-05,1,1,-0.57,-0.35,9:31:00,0.00391234,18.03470155,390.2144516,273.0673642,0.283227992,58.54155883,1.469629217,23.88146129,25.16184516,2000.000645,NA,0.699787932,0.22,8.589444444,4609.696895,63.67556195
PL,Mar-05,1,1,-0.34,-0.28,9:54:00,0.000444677,2.916220397,398.453129,175.2897482,0.021946327,50.0837079,1.996345567,26.06045484,27.5311871,1999.993871,NA,0.439925641,0.06,8.9525,6558.064386,132.8796567
AB,Mar-05,1,2,-1.55,-0.81,10:53:00,0.003171543,10.98261778,393.8886452,248.3041593,0.136524505,54.36071963,2.346780072,30.61148065,31.88984516,2000.005484,NA,0.630391768,0.74,9.884166667,NA,80.44429665
AF,Mar-05,1,2,-0.8,-0.39,11:39:00,0.003220539,11.16333578,393.7947419,194.764454,0.099864088,45.4215359,3.215245148,32.45986774,34.32705161,1999.963871,NA,0.494583684,0.41,10.61027778,3466.294238,111.7852874
EF,Mar-05,1,2,-3.4,-2.1,11:05:00,0.005182343,17.3654348,390.3070645,251.7023428,0.232795548,53.34297375,2.309049958,31.66730645,32.12380968,1999.979355,NA,0.644882877,1.3,10.07361111,3350.88488,74.59521863
ER,Mar-05,1,2,-1.73,-1.53,10:58:00,0.00551328,20.15876748,388.829871,261.6175819,0.29714471,58.02764298,1.960324977,30.99484194,31.25505161,1999.980323,NA,0.672833034,0.2,9.963055556,3656.401902,67.84158291
HD,Mar-05,1,2,-2.1,-1.2,10:46:00,0.007235186,21.17091935,388.033129,280.912043,0.387273472,52.85809406,2.026919841,30.6686,30.43016452,1999.996129,NA,0.723938298,0.9,9.773611111,2926.105749,54.66658803
PL,Mar-05,1,2,-1.8,-1.5,11:14:00,0.001157513,4.72464303,397.4036774,189.9961628,0.039466982,48.15231337,2.876444586,31.71115161,33.30186774,2000.000645,NA,0.47809362,0.3,10.21555556,4081.719195,119.7112825
AB,Mar-05,1,3,-1.56,-0.89,11:46:00,0.004703949,15.28507957,391.4277419,219.6161844,0.162226846,42.84886106,2.954358323,31.47975806,32.60460323,2000.00871,NA,0.561064434,0.67,10.72083333,NA,94.2204077
AF,Mar-05,1,3,-1,-0.12,12:58:00,0.002585043,10.59281799,394.1832581,195.2022637,0.093500593,44.48691546,2.766644251,29.89009677,31.53203871,1999.99129,NA,0.495206886,0.88,11.85777778,4097.733767,113.2914525
EF,Mar-05,1,3,-2.8,-2.2,12:08:00,0.003913618,10.64359789,393.910129,224.6367743,0.115374817,38.61265258,3.405647407,32.19036452,33.7515,1999.950968,NA,0.570274176,0.6,11.06833333,2719.63127,92.25234905
ER,Mar-05,1,3,-1.36,-0.9,12:01:00,0.00551058,18.13362567,389.8590968,231.8920601,0.211970875,42.68801492,2.692975403,30.34999677,31.14403548,1999.991613,NA,0.594809925,0.46,10.95777778,3290.692753,85.54772287
HD,Mar-05,1,3,-0.84,-0.92,12:30:00,0.004504755,12.90359891,392.6695161,262.4823483,0.185129141,43.80075696,2.505663889,29.31615806,30.15981613,2000.019032,NA,0.668456138,0,11.41555556,2864.439667,69.70052818
PL,Mar-05,1,3,-1.3,-1.3,12:23:00,0.000945103,2.173760638,398.7204839,267.2302807,0.030518495,38.36689465,3.043051692,30.44252258,31.7939129,2000.014516,NA,0.670219594,0,11.305,2300.025117,71.22764861
AB,Mar-05,1,4,-1.96,-1.3,13:30:00,0.004928072,16.00158764,391.0236129,225.5677778,0.177152425,44.66214155,2.846503066,31.08838387,32.35385161,1999.98871,NA,0.57686485,0.66,12.36305556,NA,90.3266644
EF,Mar-05,1,4,-2.15,-1.927,13:41:00,0.004641221,12.82416694,392.6911935,251.5980084,0.169455988,42.44376625,2.801107109,30.82189677,31.70731613,2000.027097,NA,0.640701937,0.223,12.53666667,2763.101981,75.67845251
ER,Mar-05,1,4,-1.47,-1.1,13:34:00,0.005081651,11.64647778,393.1755806,273.7437827,0.187329266,43.45130746,2.7848511,31.43869355,32.07235484,1999.997742,NA,0.696238007,0.37,12.42611111,2291.868879,62.17116006
AB,Mar-05,1,5,NA,NA,19:27:00,0,0,400,NA,0,NA,NA,NA,NA,NA,,NA,NA,18,NA,NA
AE,Mar-05,1,5,NA,NA,19:27:00,0,0,400,NA,0,NA,NA,NA,NA,NA,,NA,NA,18,NA,NA
AF,Mar-05,1,5,NA,NA,19:27:00,0,0,400,NA,0,NA,NA,NA,NA,NA,,NA,NA,18,NA,NA
EF,Mar-05,1,5,NA,NA,19:27:00,0,0,400,NA,0,NA,NA,NA,NA,NA,,NA,NA,18,NA,NA
ER,Mar-05,1,5,NA,NA,19:27:00,0,0,400,NA,0,NA,NA,NA,NA,NA,,NA,NA,18,NA,NA
HD,Mar-05,1,5,NA,NA,19:27:00,0,0,400,NA,0,NA,NA,NA,NA,NA,,NA,NA,18,NA,NA
PL,Mar-05,1,5,NA,NA,19:27:00,0,0,400,NA,0,NA,NA,NA,NA,NA,,NA,NA,18,NA,NA
AB,Mar-24,2,0,NA,NA,7:01:00,0,0,400,NA,0,NA,NA,NA,NA,NA,,NA,NA,6,NA,NA
AE,Mar-24,2,0,NA,NA,7:01:00,0,0,400,NA,0,NA,NA,NA,NA,NA,,NA,NA,6,NA,NA
AF,Mar-24,2,0,NA,NA,7:01:00,0,0,400,NA,0,NA,NA,NA,NA,NA,,NA,NA,6,NA,NA
EF,Mar-24,2,0,NA,NA,7:01:00,0,0,400,NA,0,NA,NA,NA,NA,NA,,NA,NA,6,NA,NA
ER,Mar-24,2,0,NA,NA,7:01:00,0,0,400,NA,0,NA,NA,NA,NA,NA,,NA,NA,6,NA,NA
HD,Mar-24,2,0,NA,NA,7:01:00,0,0,400,NA,0,NA,NA,NA,NA,NA,,NA,NA,6,NA,NA
PL,Mar-24,2,0,NA,NA,7:01:00,0,0,400,NA,0,NA,NA,NA,NA,NA,,NA,NA,6,NA,NA
AB,Mar-24,2,1,-0.13,-0.18,7:35:00,0.000221443,0.259468536,399.8349324,358.3773318,0.01329956,53.5246674,1.631342115,20.34783333,23.54831333,1999.997333,NA,0.89631321,0,6.565833333,1171.717038,NA
AE,Mar-24,2,1,-0.096,-0.12,8:01:00,0.002039522,10.01354999,394.5715288,303.9627231,0.19914474,62.26559047,1.06000204,20.51000667,21.46353667,1999.996667,NA,0.770361521,0,6.998611111,4909.753359,50.28277418
AF,Mar-24,2,1,-0.344,-0.17,8:40:00,0.002876265,11.42531878,393.7347779,307.3005537,0.244711603,64.64275339,1.229123237,21.87815714,23.64510714,1999.991429,NA,0.780476023,0.174,7.6475,3972.276122,46.68891315
EF,Mar-24,2,1,-0.37,-0.32,8:29:00,0.001231895,7.977561353,395.7723891,229.8814999,0.082383098,60.65860484,1.492380403,21.53427742,24.34063226,1999.998387,NA,0.580842692,0.05,7.464444444,6475.845225,96.83492788
ER,Mar-24,2,1,-0.209,-0.101,7:49:00,0.000698374,6.914990552,396.3904405,150.3850174,0.046776931,57.97180817,1.477135102,20.29542667,23.24956667,1999.999333,NA,0.379386085,0.108,6.798888889,9901.557836,147.8290774
HD,Mar-24,2,1,-0.053,-0.026,8:19:00,0.001898601,12.30163882,393.4728155,242.8565075,0.142141065,61.1782782,1.357955855,21.19903448,23.48577586,1999.996552,NA,0.617212925,0.027,7.298055556,6479.317571,86.54528387
AB,Mar-24,2,2,-0.32,-0.173,8:54:00,0.000643602,4.149523804,397.7956939,237.5651295,0.043973088,61.27377052,1.442175076,23.27518065,25.10119677,1999.995161,NA,0.597203874,0.147,7.880555556,6447.344483,94.36507629
AE,Mar-24,2,2,-0.14,-0.59,9:31:00,0.002609114,7.233624413,395.8635793,330.0638642,0.209708754,64.83963936,1.283615347,24.739,25.69298929,1999.998571,NA,0.833781842,NA,8.496388889,2772.444751,34.49366932
AF,Mar-24,2,2,-1.114,-0.712,10:11:00,0.003688737,13.8383587,392.3498176,272.6749167,0.212474221,64.26281275,1.782146832,27.31942903,29.4417129,2000.007419,NA,0.694979084,0.402,9.162222222,3751.516766,65.12958906
EF,Mar-24,2,2,-1.76,-0.79,9:40:00,0.002191779,10.66190715,394.2287521,256.8555238,0.137192971,63.62430628,1.611777076,25.20142069,27.37731034,1999.992414,NA,0.651539296,0.97,8.646111111,4864.499181,77.71467497
ER,Mar-24,2,2,-0.875,-0.387,9:15:00,0.002637674,13.54638002,392.7063276,262.6515509,0.185802298,64.97597019,1.454393172,24.33005172,26.32316552,1999.995862,NA,0.668824341,0.488,8.23,5135.729442,72.9074945
HD,Mar-24,2,2,-0.854,-0.924,9:48:00,0.004044215,18.39910262,389.9995009,274.5124985,0.294288943,65.52095369,1.447805412,25.98246071,27.36382857,1999.976429,NA,0.703879102,0,8.779444444,4549.486766,62.52053656
PL,Mar-24,2,2,-1.48,-0.902,9:59:00,0.003364618,11.74744311,393.4439201,293.6912633,0.218669759,62.6508605,1.585221966,27.2823069,28.31482069,2000.003103,NA,0.746462833,0.578,8.9625,3491.464145,53.72230327
AB,Mar-24,2,3,-1.85,-0.686,10:32:00,0.001934557,9.526207816,394.8504145,194.8646923,0.082506447,57.80529854,2.306749022,30.56652903,32.27823871,1999.974194,NA,0.493515228,1.164,9.511666667,4924.232171,115.460163
AE,Mar-24,2,3,-1.331,-1.115,10:59:00,0.001575137,7.649922228,395.8572463,228.9516188,0.079661603,61.69855665,1.946150058,29.85444483,31.16073448,1999.98931,NA,0.578369149,0.216,9.961111111,4856.671025,96.03023213
AF,Mar-24,2,3,-1.701,-1.5,11:39:00,0.005385147,18.19873682,389.8586614,261.9353506,0.266766095,61.40609327,2.091703208,30.75362,32.17756667,2000.002,NA,0.671872595,0.201,10.62666667,3379.431763,68.21982689
EF,Mar-24,2,3,-2.6,-1.372,11:03:00,0.003756791,10.37465692,394.0935261,291.7380468,0.191340036,62.16938972,1.994774707,30.01676667,31.51676333,1999.991,NA,0.740276172,1.228,10.0275,2761.574152,54.22104614
ER,Mar-24,2,3,-1.654,-0.761,10:48:00,0.003735918,18.81091978,389.8552599,225.4836092,0.204580175,66.74511444,1.861176787,29.45894667,31.4089,2000.004667,NA,0.578377753,0.893,9.778055556,5035.153282,91.94888889
HD,Mar-24,2,3,-1.632,-1.256,11:17:00,0.004756943,13.22069366,392.4609485,292.409858,0.252984548,61.28887792,1.946083899,29.53769333,30.91173667,2000.002333,NA,0.745067399,0.376,10.26055556,2779.241555,52.25889788
PL,Mar-24,2,3,-1.69,-1.102,11:25:00,0.002409425,8.01475365,395.5302791,264.1245753,0.110331523,56.80757559,2.170116315,30.09002759,31.35276552,1999.983103,NA,0.667773339,0.588,10.39388889,3326.417569,72.64246366
AB,Mar-24,2,4,-2.5,-0.883,11:52:00,0.001886594,8.451253395,395.4109336,198.0934553,0.074480133,56.75000002,2.484424604,30.77258,32.85687667,1999.986,NA,0.500981229,1.617,10.84305556,4479.635467,113.469902
AE,Mar-24,2,4,-1.522,-0.64,12:18:00,0.002063939,5.180429782,396.9955312,277.4018824,0.080254383,60.60131489,2.516495452,32.03097241,34.24125862,2000.004138,NA,0.698753161,0.882,11.27583333,2509.972331,64.55011662
AF,Mar-24,2,4,-1.31,-1.12,12:56:00,0.002300293,8.968625687,395.0658982,204.5067501,0.082835103,54.43461941,2.728795681,31.02841667,33.47503,2000.01,NA,0.517652247,0.19,11.90833333,3898.905786,108.270834
EF,Mar-24,2,4,-3.2,-1.5,12:07:00,0.003201196,13.35063966,392.6714651,232.1824564,0.148571985,66.24316657,2.148851065,31.98398621,33.88607931,1999.984828,NA,0.591289353,1.7,11.09277778,4170.516163,89.85973809
ER,Mar-24,2,4,-1.77,-1.03,12:01:00,0.003245206,14.32688385,392.2033311,243.1832435,0.172238881,66.37787766,1.897259823,31.17215806,32.53405806,1999.996129,NA,0.620043799,0.74,10.99305556,4414.7841,83.18031194
HD,Mar-24,2,4,-0.63,-0.51,12:26:00,0.001814108,6.404042807,396.4375266,218.5555917,0.063654008,57.09898516,2.777624545,31.6889,34.37734138,2000.016552,NA,0.551298949,0.12,11.40888889,3530.13316,100.6070632
PL,Mar-24,2,4,-1.4,-1.06,12:38:00,0.001750089,6.253960241,396.5269755,245.485348,0.073576507,55.08402216,2.334743735,31.08631333,32.20968333,2000.002667,NA,0.619088645,0.34,11.60861111,3573.509828,84.99941756
AB,Mar-24,2,5,-1.278,-1.16,13:15:00,0.001264859,4.924424608,397.2843472,182.6758152,0.039856177,51.22065611,3.072219447,32.27243,34.70261667,2000.02,NA,0.459811257,0.118,12.22444444,3893.259729,123.554866
AE,Mar-24,2,5,-1,-0.91,13:28:00,0.002541874,8.494987203,395.2452166,240.9106662,0.098921247,52.86845226,2.538349879,31.70263929,32.889,1999.988214,NA,0.609522029,0.09,12.44083333,3342.017426,85.87626481
AF,Mar-24,2,5,-1.236,-0.938,14:13:00,0.005364001,16.50461422,390.6919999,232.067841,0.192451628,49.25351961,2.8264221,32.05257419,33.46400323,1999.999355,NA,0.593991792,0.298,13.19,3076.922286,85.75980568
EF,Mar-24,2,5,-2.42,-1.28,13:35:00,0.003908221,10.43941836,394.0352005,252.6998225,0.137197168,50.99087206,2.840019827,32.53818966,34.02356552,1999.973103,NA,0.641312812,1.14,12.5575,2671.143305,76.09062572
ER,Mar-24,2,5,-1.74,-0.893,13:20:00,0.005828486,19.60510631,389.0547293,260.9741687,0.28856179,57.33927222,2.106434575,31.59989355,32.0294,2000.016129,NA,0.670790377,0.847,12.30777778,3363.670481,67.9407565
HD,Mar-24,2,5,-1.548,-0.926,13:50:00,0.003189518,11.26441162,393.7387554,202.2883123,0.104858307,53.44455455,2.991669374,33.68457333,35.47094667,1999.974667,NA,0.513762767,0.622,12.80694444,3531.697147,107.4250762
PL,Mar-24,2,5,-1.58,-1.321,13:55:00,0.003392188,8.621982373,395.0083455,258.5903467,0.117603212,52.38286717,2.849816376,33.9532931,34.97755517,1999.981379,NA,0.654645274,0.259,12.89027778,2541.717137,73.31417422
AB,Mar-24,2,6,-0.983,-0.667,14:20:00,0.001789835,5.932565675,396.6930457,204.45565,0.054617894,43.96033729,3.195438064,31.92073793,33.80504828,2000.002069,NA,0.515400137,0.316,13.30638889,3314.588035,108.6194513
AE,Mar-24,2,6,-1.471,-0.816,14:47:00,0.005770252,21.22264671,388.275607,221.3387971,0.233564164,48.60432117,2.542639761,30.90751379,31.80946552,2000.005862,NA,0.570055891,0.655,13.75583333,3677.941052,90.86431046
AF,Mar-24,2,6,-1.39,-1.36,15:19:00,0.004389433,14.18785262,392.0516685,220.9706179,0.150948656,48.81938885,2.916333718,31.24161379,33.33950345,1999.997931,NA,0.563626266,0.03,14.28833333,3232.27456,93.99124839
EF,Mar-24,2,6,-1.728,-1.58,14:53:00,0.003086155,8.889078584,394.9699996,240.8955839,0.105296092,45.67173362,2.908082381,30.52648621,32.5058931,2000.010345,NA,0.609908561,0.148,13.85555556,2880.308534,84.41983378
ER,Mar-24,2,6,-1.671,-1.226,14:27:00,0.007246659,20.50588855,388.3448527,267.526227,0.32871723,50.09220394,2.32951876,31.23752,31.4185,2000.005667,NA,0.688888304,0.445,13.42277778,2829.702426,62.38154462
HD,Mar-24,2,6,-0.791,-0.382,15:04:00,0.001999111,6.904747258,396.1558395,204.8452715,0.063810843,43.23863037,3.072820654,30.18433333,32.58171333,1999.981333,NA,0.51708255,0.409,14.03861111,3453.908892,108.2064886
PL,Mar-24,2,6,-1.24,-0.815,15:09:00,0.003496985,8.707033863,394.9785177,263.7318081,0.124049874,45.24021054,2.813045717,30.85243448,32.22741724,1999.988276,NA,0.667711777,0.425,14.12194444,2489.868805,70.18978401
AB,Mar-24,2,7,-1.4,-1.13,15:33:00,0.001828942,6.717260689,396.283107,182.2231907,0.054934944,43.29712159,3.249108746,31.38153333,33.66952333,2000.022667,NA,0.459830832,0.27,14.52138889,3672.757632,122.2766458
AE,Mar-24,2,7,-1.3,-0.66,16:14:00,0.004436834,12.05522928,393.0672759,214.8395109,0.12464722,39.60768034,3.547263246,34.33564138,35.17534828,2000.002069,NA,0.546571857,0.64,15.20361111,2717.079179,96.71478658
AF,Mar-24,2,7,-1.17,-0.756,17:10:00,0.004622484,14.75513675,391.7352069,234.0269791,0.172523169,45.90628413,2.728390957,30.18602759,31.73977586,2000.013448,NA,0.597411147,0.414,16.13583333,3192.036306,85.52553744
EF,Mar-24,2,7,-1.12,-1.03,16:22:00,0.003760464,8.859393309,394.8127097,241.1693712,0.107965582,41.1322009,3.457544841,32.93473548,34.6114871,2000.027419,NA,0.610845004,0.09,15.33694444,2355.930893,82.05757006
ER,Mar-24,2,7,-0.904,-0.548,15:44:00,0.003346077,11.90586849,393.3981257,217.5620853,0.121337974,47.38337907,2.748855165,30.43283793,32.15941034,2000,NA,0.553032847,0.356,14.70444444,3558.157356,98.12153687
HD,Mar-24,2,7,-0.654,-0.863,16:34:00,0.002190099,6.742279182,396.1943333,203.854694,0.062664139,40.55356353,3.424149213,32.08112,34.08877333,1999.978,NA,0.514532079,0,15.53666667,3078.527127,107.5939012
PL,Mar-24,2,7,-0.87,-0.923,16:50:00,0.001355414,3.522382458,397.9744333,219.4327436,0.035679006,40.5361887,3.683004395,32.04682,34.92122,1999.993667,NA,0.551373971,0,15.80277778,2598.75024,98.72423178
AB,Mar-24,2,8,NA,NA,19:02:00,0,0,400,NA,0,NA,NA,NA,NA,NA,,NA,NA,18,NA,NA
AE,Mar-24,2,8,NA,NA,19:02:00,0,0,400,NA,0,NA,NA,NA,NA,NA,,NA,NA,18,NA,NA
AF,Mar-24,2,8,NA,NA,19:02:00,0,0,400,NA,0,NA,NA,NA,NA,NA,,NA,NA,18,NA,NA
EF,Mar-24,2,8,NA,NA,19:02:00,0,0,400,NA,0,NA,NA,NA,NA,NA,,NA,NA,18,NA,NA
ER,Mar-24,2,8,NA,NA,19:02:00,0,0,400,NA,0,NA,NA,NA,NA,NA,,NA,NA,18,NA,NA
HD,Mar-24,2,8,NA,NA,19:02:00,0,0,400,NA,0,NA,NA,NA,NA,NA,,NA,NA,18,NA,NA
PL,Mar-24,2,8,NA,NA,19:02:00,0,0,400,NA,0,NA,NA,NA,NA,NA,,NA,NA,18,NA,NA
AB,Mar-28,3,0,-0.221,-0.221,7:06:00,0,0,400,NA,0,NA,NA,NA,NA,NA,6:54:00,NA,0,6,NA,NA
AE,Mar-28,3,0,-0.08,-0.08,7:06:00,0,0,400,NA,0,NA,NA,NA,NA,NA,6:56:00,NA,0,6,NA,NA
AF,Mar-28,3,0,-0.29,-0.29,7:06:00,0,0,400,NA,0,NA,NA,NA,NA,NA,6:58:00,NA,0,6,NA,NA
EF,Mar-28,3,0,-0.306,-0.306,7:06:00,0,0,400,NA,0,NA,NA,NA,NA,NA,6:48:00,NA,0,6,NA,NA
ER,Mar-28,3,0,-0.335,-0.335,7:06:00,0,0,400,NA,0,NA,NA,NA,NA,NA,6:40:00,NA,0,6,NA,NA
HD,Mar-28,3,0,-0.132,-0.132,7:06:00,0,0,400,NA,0,NA,NA,NA,NA,NA,6:50:00,NA,0,6,NA,NA
PL,Mar-28,3,0,-0.291,-0.291,7:06:00,0,0,400,NA,0,NA,NA,NA,NA,NA,6:28:00,NA,0,6,NA,NA
AB,Mar-28,3,1,-0.29,-0.41,8:39:00,0.000139995,0.691049687,399.6279355,286.2015451,0.010456162,59.05718664,1.337723189,18.71497097,21.77339677,1999.995161,NA,0.716170016,0,7.571666667,4936.245487,66.09018558
AE,Mar-28,3,1,-0.37,-0.32,8:14:00,0.001091031,11.52434635,394.0284828,198.816723,0.099857742,60.78561185,1.124952288,17.63594828,20.06074483,1999.992414,NA,0.504574496,0.05,7.149166667,10562.80376,115.4076401
AF,Mar-28,3,1,-0.75,-0.44,8:48:00,0.002038274,15.77719458,391.7125333,240.7273893,0.183051764,63.82801537,1.174863918,19.2999,21.72259333,1999.996,NA,0.614551154,0.31,7.723888889,7740.467955,86.18979809
EF,Mar-28,3,1,-0.75,-0.71,7:55:00,7.95E-05,1.036805322,399.463129,136.2945311,0.006444752,56.04849493,1.23297927,16.76073871,19.7215871,1999.995806,NA,0.341194271,0.04,6.828055556,13041.57638,160.8759068
ER,Mar-28,3,1,-0.44,-0.19,8:32:00,0.001223552,12.40191642,393.5624,198.832851,0.108095834,61.86844226,1.167906347,18.32745333,20.86960333,1999.996667,NA,0.505213026,0.25,7.453333333,10135.99456,114.7307529
HD,Mar-28,3,1,-0.49,-0.429,8:06:00,0.002288884,17.02159316,391.0376897,269.1799665,0.249913838,63.55447964,0.988491612,17.14973448,19.22348966,1999.996552,NA,0.688373458,0.061,7.013888889,7436.634255,68.10984656
PL,Mar-28,3,1,-0.24,-0.145,8:23:00,0.001049074,9.979329526,394.7888667,218.224999,0.095885637,60.65773175,1.124950467,18.01927,20.24779,1999.998,NA,0.552763812,0.095,7.301388889,9512.512488,104.0753322
AB,Mar-28,3,2,-0.846,-0.69,9:36:00,0.001676799,11.09935545,394.1121333,190.5205076,0.093498525,56.37888828,1.828987324,24.17367,26.78983,1999.993667,NA,0.483417006,0.156,8.535,6619.371463,118.7115567
AE,Mar-28,3,2,-0.69,-0.64,9:08:00,0.001768536,12.40468483,393.4599655,267.316443,0.172821948,62.13816022,1.076004043,20.52162414,21.55232069,1999.993448,NA,0.679399345,0.05,8.061944444,7014.098005,71.77725384
AF,Mar-28,3,2,-1.18,-0.318,9:44:00,0.002241388,15.77842026,391.6714333,205.5101774,0.147261679,60.62192309,1.578875232,24.07516667,26.14192667,2000.002333,NA,0.52470045,0.862,8.670277778,7039.575593,107.1454595
EF,Mar-28,3,2,-0.973,-0.58,8:55:00,0.002186935,15.65247374,391.7464667,254.0375271,0.200873609,63.43958278,1.155005999,19.69363,21.76477,1999.994,NA,0.648474329,0.393,7.842222222,7157.265186,77.92200189
ER,Mar-28,3,2,-0.563,-0.479,9:12:00,0.001982479,9.118764319,395.0504828,288.6124829,0.153678694,62.01342164,1.346145116,20.86219655,23.35510345,1999.995172,NA,0.730571143,0.084,8.129444444,4599.677635,59.33655526
HD,Mar-28,3,2,-0.673,-0.458,9:02:00,0.002872648,18.1067134,390.3942667,273.1166558,0.280670563,64.78099278,1.111970859,20.15702333,21.95959333,1999.992667,NA,0.699591872,0.215,7.960555556,6303.143789,64.51233505
PL,Mar-28,3,2,-0.683,-0.268,9:28:00,0.0030076,12.60798724,393.1125667,294.1864651,0.235329184,59.69948443,1.365877201,22.99269667,24.29517667,1999.988667,NA,0.748351719,0.415,8.4,4192.042572,53.57596124
AE,Mar-28,3,3,-0.83,-0.748,10:06:00,0.003062301,18.54238367,390.1307333,244.1847606,0.227713242,63.16551649,1.430276304,24.14235,25.81908667,2000.002,NA,0.625904959,0.082,9.042222222,6055.049347,81.42865785
AF,Mar-28,3,3,-1.09,-0.72,10:36:00,0.001988982,14.61366804,392.3168333,193.8010396,0.126889884,64.93012644,1.611663035,24.70496667,27.28821,1999.992667,NA,0.49399114,0.37,9.549166667,7347.310353,115.1681094
EF,Mar-28,3,3,-1.268,-0.683,9:51:00,0.002515592,17.1406202,390.921,220.234298,0.176267263,62.57225504,1.494018495,23.87929333,25.90077,2000,NA,0.563372901,0.585,8.788611111,6813.752071,97.24222132
ER,Mar-28,3,3,-0.921,-0.318,10:18:00,0.002166397,14.72144641,392.2106667,214.0806172,0.143764516,62.08538672,1.560252025,24.41693333,26.45791,1999.998,NA,0.545830686,0.603,9.245,6795.359489,102.3997216
HD,Mar-28,3,3,-0.872,-0.63,9:59:00,0.003329018,15.58921546,391.5495333,286.9415043,0.275622611,64.37410171,1.304088269,23.79989333,25.15417667,1999.999333,NA,0.732835771,0.242,8.923888889,4682.827026,56.56000211
PL,Mar-28,3,3,-0.612,-0.5,10:27:00,0.00115672,5.232871025,397.1553871,281.097307,0.07929782,62.70846416,1.479793184,24.41743226,26.15588387,1999.970645,NA,0.707776644,0.112,9.396944444,4523.887393,65.99009941
AB,Mar-28,3,4,-0.87,-0.74,11:27:00,0.000803695,5.388612595,397.1450968,151.8421479,0.036970942,56.9922959,2.16201158,28.01466452,30.2686129,2000.004516,NA,0.382334187,0.13,10.41111111,6704.797958,145.7526453
AE,Mar-28,3,4,-1.428,-0.82,11:08:00,0.00380909,16.66917117,390.9178,241.6433282,0.202571739,57.84545834,1.97231155,28.09979333,29.66958333,1999.985,NA,0.61814358,0.608,10.09,4376.155767,82.28774286
AF,Mar-28,3,4,-1.061,-0.68,11:46:00,0.003490101,17.05383041,390.7813,241.5737603,0.20606836,63.4037377,1.776584034,27.81965,29.5747,2000.006667,NA,0.618181475,0.381,10.73222222,4886.342948,82.75812167
EF,Mar-28,3,4,-1.61,-0.97,10:58:00,0.003662594,22.41417601,388.0987586,235.3531486,0.265267652,64.69015881,1.481042363,25.65052759,27.18918276,1999.974483,NA,0.606425925,0.64,9.921111111,6119.754472,84.49645421
ER,Mar-28,3,4,-1.368,-0.86,11:13:00,0.004772956,15.96298668,391.0701724,275.9038847,0.261949933,58.32913157,1.943901875,28.8788069,30.05271034,1999.978621,NA,0.705509917,0.508,10.17444444,3344.465501,60.93907525
HD,Mar-28,3,4,-1.24,-0.86,10:42:00,0.003291058,15.42681682,391.646,282.6313436,0.260592647,66.45315884,1.354436875,24.81944,26.35008333,1999.991333,NA,0.72165002,0.38,9.650555556,4687.494666,59.19897203
PL,Mar-28,3,4,-1.165,-0.658,11:36:00,0.002338094,8.529555939,395.2806552,267.0981972,0.120093568,57.51669816,1.987152104,29.19125172,30.26635172,2000.008276,NA,0.675717857,0.507,10.56333333,3648.080847,71.02425285
AB,Mar-28,3,5,-1.738,-0.976,12:42:00,0.002093964,12.97268298,393.1065667,172.6280619,0.101271212,61.59942903,2.089372038,29.99883,31.77126,1999.995667,NA,0.439138077,0.762,11.67861111,6195.275076,128.0984272
